vorname,anzahl,geschlecht,position
Hareem,1,w,1
Georges,1,m,1
Harley,1,w,1
Gerard-Ieremia,1,m,1
Hatice,1,w,1
Geronimo,1,m,1
Havin,1,w,1
Gerrit,1,m,1
Hawa,1,w,1
Ghazi,1,m,1
Hawaa,1,w,1
Ghedeon,1,m,1
Hawraa,1,w,1
Giosuè,1,m,1
Hayal,1,w,1
Gregor,1,m,1
Hayat,1,w,1
Görkem,1,m,1
Heda,1,w,1
Güney,1,m,1
Helene,1,w,1
Gürhan,1,m,1
Hella,1,w,1
Hanif,1,m,1
Henriette,1,w,1
Hannes,1,m,1
Hiba,1,w,1
Hanno,1,m,1
Hifa,1,w,1
Harry,1,m,1
Hilal,1,w,1
Harun,1,m,1
Hira-Naime,1,w,1
Hasan,1,m,1
Hiranur,1,w,1
Haydar,1,m,1
Hope,1,w,1
Hazar,1,m,1
Hosanna,1,w,1
Hector,1,m,1
Huda,1,w,1
Heinrich,1,m,1
Hurriya,1,w,1
Henk,1,m,1
Hüma-Ayşe,1,w,1
Heria,1,m,1
Hümaşah,1,w,1
Hermann,1,m,1
İkra,1,w,1
Hiroki,1,m,1
Ikra-Asel,1,w,1
Hussam,1,m,1
Ilenay,1,w,1
Hussein-Jamal,1,m,1
Iliana,1,w,1
Ianis,1,m,1
İlke,1,w,1
Ibad,1,m,1
Iman,1,w,1
Ibryam,1,m,1
Ina,1,w,1
Ijad,1,m,1
Inara,1,w,1
Ilijas,1,m,1
Inci-Su,1,w,1
İlyas,1,m,1
Inees,1,w,1
Imran,1,m,1
Inesa,1,w,1
Iosif-Neemia,1,m,1
Ino,1,w,1
Iosua,1,m,1
Insaf,1,w,1
İskender,1,m,1
Ireayo,1,w,1
Ismail,1,m,1
Irem,1,w,1
Ivano,1,m,1
Iris,1,w,1
Iwan,1,m,1
Isa,1,w,1
Jace,1,m,1
Isabel,1,w,1
Jacuib,1,m,1
Isabell,1,w,1
Jakoub,1,m,1
Isabelle,1,w,1
Jalil,1,m,1
Isalie,1,w,1
James,1,m,1
Isha,1,w,1
Jamil,1,m,1
Issraa,1,w,1
Jannick,1,m,1
Ivana,1,w,1
Janosch,1,m,1
Ivy,1,w,1
Jari,1,m,1
Izabela,1,w,1
Jaro,1,m,1
Izabella,1,w,1
Jasha,1,m,1
Izdihar,1,w,1
Jason,1,m,1
Janice,1,w,1
Jawad,1,m,1
Janna,1,w,1
Jed,1,m,1
Jannah,1,w,1
Jeremy,1,m,1
Jayda,1,w,1
Jesse,1,m,1
Jeanne,1,w,1
Joan,1,m,1
Jella,1,w,1
Johannes,1,m,1
Jellena,1,w,1
Jonathas,1,m,1
Jennifer,1,w,1
Jonke,1,m,1
Jessica,1,w,1
Jonte,1,m,1
Jinan,1,w,1
Joscha,1,m,1
Joana,1,w,1
Josep,1,m,1
Jody,1,w,1
José-Carlos,1,m,1
Joena,1,w,1
Joud,1,m,1
Jolanda,1,w,1
Joél,1,m,1
Joleen,1,w,1
Jujhar,1,m,1
Joleen-Elaine,1,w,1
Julio,1,m,1
Jolene-Marie,1,w,1
Junis,1,m,1
Jolie,1,w,1
Justin,1,m,1
Jolin-Ella,1,w,1
Jusuf,1,m,1
Jolina,1,w,1
János,1,m,1
Jolyn,1,w,1
Kadir,1,m,1
Josefine-Elisa,1,w,1
Kahed,1,m,1
Josy,1,w,1
Kahled,1,m,1
Joudy,1,w,1
Kai,1,m,1
Jouri,1,w,1
Kais,1,m,1
Joury,1,w,1
Kalle,1,m,1
Joyce,1,w,1
Karen,1,m,1
Juli,1,w,1
Karlos,1,m,1
Julie,1,w,1
Karol,1,m,1
Kaia,1,w,1
Kasper,1,m,1
Kaja,1,w,1
Kayra,1,m,1
Kalea,1,w,1
Kerim,1,m,1
Kalina,1,w,1
Keylan,1,m,1
Kamar,1,w,1
Khatib,1,m,1
Kandila,1,w,1
Khir,1,m,1
Karin,1,w,1
Kiam,1,m,1
Kate,1,w,1
Kian,1,m,1
Katerina,1,w,1
Kimi,1,m,1
Katharina,1,w,1
Kıvanç,1,m,1
Kayra,1,w,1
Kurt,1,m,1
Kenaya,1,w,1
Kürşad,1,m,1
Keyla,1,w,1
Lais,1,m,1
Khadije,1,w,1
Laurenz,1,m,1
Khalisah,1,w,1
Laurin,1,m,1
Kimberly,1,w,1
Lavi,1,m,1
Kinza,1,w,1
Lavy,1,m,1
Kira,1,w,1
Lawand,1,m,1
Koya,1,w,1
Layan,1,m,1
Kristina,1,w,1
Lazar,1,m,1
Kujtesa,1,w,1
Leart,1,m,1
Kyara,1,w,1
Ledion,1,m,1
Kyriaki-Kalliopi,1,w,1
Len,1,m,1
Kübra,1,w,1
Lennox,1,m,1
Lady,1,w,1
Lennox-Owen,1,m,1
Lamar,1,w,1
Lenz,1,m,1
Lamies,1,w,1
Leonardo,1,m,1
Lamis,1,w,1
Leonidas,1,m,1
Lania,1,w,1
Leonis,1,m,1
Larin,1,w,1
Lev,1,m,1
Laurie,1,w,1
Leve,1,m,1
Laurina,1,w,1
Levente,1,m,1
Lavǐn,1,w,1
Levio,1,m,1
Layla,1,w,1
Levy,1,m,1
Lea-Rey,1,w,1
Lewi,1,m,1
Lea-Sophie,1,w,1
Liam-Milano,1,m,1
Leah,1,w,1
Lias,1,m,1
Leana,1,w,1
Linus-Loyd,1,m,1
Leandra,1,w,1
Lio-Noël,1,m,1
Leen,1,w,1
Lionas,1,m,1
Leia,1,w,1
Lionel,1,m,1
Leian,1,w,1
Loar,1,m,1
Leilah,1,w,1
Loki,1,m,1
Lenia,1,w,1
Lonnie,1,m,1
Leona,1,w,1
Lord,1,m,1
Leonie-Franziska,1,w,1
Lorenz,1,m,1
Leticia,1,w,1
Lorian,1,m,1
Leyna,1,w,1
Loris,1,m,1
Liah-Lore,1,w,1
Louis-Valentin,1,m,1
Liana,1,w,1
Lovis,1,m,1
Liara,1,w,1
Luca-Elia,1,m,1
Liel,1,w,1
Ludwig,1,m,1
Lieselotte,1,w,1
Luigi,1,m,1
Lilian,1,w,1
Luka,1,m,1
Liliana,1,w,1
Lukas-Jermain,1,m,1
Lilith,1,w,1
Luke,1,m,1
Liliána,1,w,1
Luís,1,m,1
Liljana,1,w,1
Maddox,1,m,1
Lille,1,w,1
Maher,1,m,1
Lilya,1,w,1
Mahir-Efe,1,m,1
Limar,1,w,1
Mahmoud,1,m,1
Linea,1,w,1
Mahmud,1,m,1
Linn,1,w,1
Maisam,1,m,1
Lisbeth,1,w,1
Majd,1,m,1
Livia,1,w,1
Majed,1,m,1
Liyana,1,w,1
Maksim,1,m,1
Liyanna,1,w,1
Maksymilian,1,m,1
Lonia,1,w,1
Malte,1,m,1
Loreen,1,w,1
Manase,1,m,1
Lotte,1,w,1
Manolo,1,m,1
Love,1,w,1
Marc,1,m,1
Lowise,1,w,1
Marcello,1,m,1
Loïse,1,w,1
Mario,1,m,1
Luca,1,w,1
Marius,1,m,1
Lucie,1,w,1
Marku,1,m,1
Luena,1,w,1
Markus,1,m,1
Luiza,1,w,1
Marley,1,m,1
Lujain,1,w,1
Marlin,1,m,1
Luz,1,w,1
Marlon,1,m,1
Luzie,1,w,1
Marvin,1,m,1
Lycienne,1,w,1
Matas,1,m,1
Lydia,1,w,1
Matei,1,m,1
Lyia,1,w,1
Matei-Iosif,1,m,1
Léa,1,w,1
Mathew,1,m,1
Lönna,1,w,1
Matti,1,m,1
Lütfiye,1,w,1
Maurice,1,m,1
Lýdie,1,w,1
Maximillian,1,m,1
Madina,1,w,1
Mecit,1,m,1
Madison,1,w,1
Mehdi,1,m,1
Madlen,1,w,1
Mehmed,1,m,1
Maemo,1,w,1
Mehmet,1,m,1
Magalie,1,w,1
Melih,1,m,1
Maha,1,w,1
Mertcan,1,m,1
Mahana,1,w,1
Mervin,1,m,1
Mahdis,1,w,1
Metin,1,m,1
Mahirah,1,w,1
Mevlüt,1,m,1
Maia,1,w,1
Michael,1,m,1
Maila,1,w,1
Michele,1,m,1
Majd,1,w,1
Mick,1,m,1
Majlinda,1,w,1
Mihajlo,1,m,1
Mala,1,w,1
Mikael,1,m,1
Malou,1,w,1
Mikołai,1,m,1
Mandy,1,w,1
Milad,1,m,1
Margarete,1,w,1
Milan-Joel,1,m,1
Mariana,1,w,1
Milano,1,m,1
Marianela,1,w,1
Milos,1,m,1
Marianne,1,w,1
Min-ho,1,m,1
Marie-Julie,1,w,1
Miraç,1,m,1
Mariella,1,w,1
Mirnes,1,m,1
Marilou,1,w,1
Mishel,1,m,1
Marina,1,w,1
Mitch,1,m,1
Mariya,1,w,1
Mohamed-Ali,1,m,1
Marleen,1,w,1
Mohammadseid,1,m,1
Marlena,1,w,1
Morad,1,m,1
Marta,1,w,1
Morton,1,m,1
Martina,1,w,1
Moussa,1,m,1
Marya,1,w,1
Mubarak,1,m,1
Maryana,1,w,1
Muhamed,1,m,1
Mathilde,1,w,1
Munez,1,m,1
Maxine,1,w,1
Murad,1,m,1
Medea,1,w,1
Musa-Mirac,1,m,1
Meike,1,w,1
Naeem,1,m,1
Melda,1,w,1
Nasri,1,m,1
Meliha,1,w,1
Nasser,1,m,1
Melisa,1,w,1
Nassim,1,m,1
Melissa,1,w,1
Natan,1,m,1
Melissa-Dua,1,w,1
Nathaniel,1,m,1
Melody,1,w,1
Navid,1,m,1
Memory,1,w,1
Necati-Ömer,1,m,1
Menessa,1,w,1
Neemia,1,m,1
Mercedes,1,w,1
Nelio,1,m,1
Merve,1,w,1
Neo,1,m,1
Meryem-Şirin,1,w,1
Nevio,1,m,1
Meta,1,w,1
Nicklas,1,m,1
Michelle,1,w,1
Nico,1,m,1
Mila-Mijou,1,w,1
Nikolay,1,m,1
Miley,1,w,1
Nino,1,m,1
Milia,1,w,1
Niro,1,m,1
Milla,1,w,1
Niyazi,1,m,1
Millie,1,w,1
Noam,1,m,1
Milou,1,w,1
Noel-Nico,1,m,1
Mimi,1,w,1
Nolan,1,m,1
Minay,1,w,1
Noyan,1,m,1
Minna,1,w,1
Nuri,1,m,1
Mirela,1,w,1
Obay,1,m,1
Mirna,1,w,1
Okan,1,m,1
Moja,1,w,1
Oleksandr,1,m,1
Mona,1,w,1
Oliver,1,m,1
Mosimiloluwa,1,w,1
Omran,1,m,1
Nadia,1,w,1
Onoara,1,m,1
Nadin,1,w,1
Onur,1,m,1
Nadira,1,w,1
Otto,1,m,1
Naila,1,w,1
Oussama,1,m,1
Najat,1,w,1
Paavo,1,m,1
Nalia,1,w,1
Pablo,1,m,1
Nancy,1,w,1
Pan,1,m,1
Nani,1,w,1
Paolo,1,m,1
Naomi,1,w,1
Pascal,1,m,1
Natalia,1,w,1
Peter,1,m,1
Nato,1,w,1
Phil,1,m,1
Nay,1,w,1
Philias,1,m,1
Nayeli,1,w,1
Philip,1,m,1
Nayla,1,w,1
Pierre,1,m,1
Nazanin,1,w,1
Prince,1,m,1
Neea,1,w,1
Quin,1,m,1
Nefes,1,w,1
Qusay,1,m,1
Nefes-Ada,1,w,1
Rachid,1,m,1
Nehir,1,w,1
Raie,1,m,1
Nehir-Ada,1,w,1
Rakan,1,m,1
Nelia,1,w,1
Ramir,1,m,1
Nelly,1,w,1
Ramiz,1,m,1
Nermin,1,w,1
Redwan,1,m,1
Nevin,1,w,1
Rezan,1,m,1
Nia,1,w,1
Ricardo,1,m,1
Nicole,1,w,1
Rishi,1,m,1
Nihan,1,w,1
Rizan,1,m,1
Nilay,1,w,1
Rizwan,1,m,1
Niv,1,w,1
Robert,1,m,1
Noela,1,w,1
Robin,1,m,1
Nola,1,w,1
Rubin,1,m,1
Nomi,1,w,1
Rumo,1,m,1
Norela,1,w,1
Rêzan,1,m,1
Noura,1,w,1
Saad,1,m,1
Novalee,1,w,1
Sadek,1,m,1
Noémi,1,w,1
Salem,1,m,1
Nura,1,w,1
Samet,1,m,1
Nuran,1,w,1
Sami,1,m,1
Nurcan,1,w,1
Samih,1,m,1
Nursultan,1,w,1
Samir,1,m,1
Ofronelle,1,w,1
Santino,1,m,1
Ohna,1,w,1
Sarp,1,m,1
Ola,1,w,1
Sarwan,1,m,1
Olina,1,w,1
Sayed,1,m,1
Oluwashindara,1,w,1
Sedan,1,m,1
Ona,1,w,1
Sejdi,1,m,1
Oona,1,w,1
Selim,1,m,1
Oya-Nur,1,w,1
Selman,1,m,1
Paisley,1,w,1
Seruan,1,m,1
Palina,1,w,1
Shaban,1,m,1
Pamela,1,w,1
Shafik,1,m,1
Philine,1,w,1
Shahan,1,m,1
Phylicia,1,w,1
Siam,1,m,1
Pia-Joleen,1,w,1
Sinan,1,m,1
Pia-Sophie,1,w,1
Sıraç,1,m,1
Polina,1,w,1
Solal,1,m,1
Precious,1,w,1
Somnang,1,m,1
Preet,1,w,1
Sorento,1,m,1
Quinn,1,w,1
Sorin,1,m,1
Rahela,1,w,1
Stan,1,m,1
Raja,1,w,1
Stanislaus,1,m,1
Rana,1,w,1
Steffen,1,m,1
Rania,1,w,1
Steve,1,m,1
Ranim,1,w,1
Suhail,1,m,1
Rawan,1,w,1
Sulaiman,1,m,1
Rayan,1,w,1
Suleyman,1,m,1
Razan,1,w,1
Synar,1,m,1
Rea,1,w,1
Szymon,1,m,1
Rebeca,1,w,1
Taavi,1,m,1
Rebekka,1,w,1
Tahir,1,m,1
Reem,1,w,1
Taim,1,m,1
Reka,1,w,1
Taish,1,m,1
Riehana,1,w,1
Taiyo,1,m,1
Rieke,1,w,1
Tamino,1,m,1
Riem,1,w,1
Tammo,1,m,1
Rima,1,w,1
Taner,1,m,1
Rital,1,w,1
Tarık,1,m,1
Rojin,1,w,1
Taro,1,m,1
Romy,1,w,1
Teim,1,m,1
Ruby,1,w,1
Tengis,1,m,1
Rukaya,1,w,1
Teodor,1,m,1
Rumman,1,w,1
Thanushan,1,m,1
Runa,1,w,1
Theodore,1,m,1
Rushdia,1,w,1
Thiago,1,m,1
Sabrin,1,w,1
Thies,1,m,1
Safa,1,w,1
Thilo,1,m,1
Saina,1,w,1
Thore,1,m,1
Saja,1,w,1
Tieu,1,m,1
Salma,1,w,1
Tijan,1,m,1
Samah,1,w,1
Tim,1,m,1
Samar,1,w,1
Timm,1,m,1
Samira,1,w,1
Timotei,1,m,1
Samiya,1,w,1
Timothy,1,m,1
Sanaa,1,w,1
Tino,1,m,1
Sandra,1,w,1
Todor,1,m,1
Sarina,1,w,1
Tommi,1,m,1
Sawsan,1,w,1
Tuan,1,m,1
Scarlett,1,w,1
Tyson,1,m,1
Schahd,1,w,1
Ugochukwu,1,m,1
Scheima,1,w,1
Umut,1,m,1
Seerat,1,w,1
Valentin,1,m,1
Sefora,1,w,1
Viggo,1,m,1
Selen,1,w,1
Vladimir,1,m,1
Selva,1,w,1
Wael,1,m,1
Sema,1,w,1
Wasim,1,m,1
Semanur,1,w,1
Wido,1,m,1
Seray,1,w,1
Wilco,1,m,1
Sevilay,1,w,1
Wilhelm,1,m,1
Seyide,1,w,1
Xaver,1,m,1
Shadia,1,w,1
Yacoub,1,m,1
Shahd,1,w,1
Yago,1,m,1
Shanty,1,w,1
Yakub,1,m,1
Sheymaa,1,w,1
Yakup,1,m,1
Shi-Ae,1,w,1
Yamaç,1,m,1
Siara,1,w,1
Yamen,1,m,1
Sıdıka,1,w,1
Yann,1,m,1
Sidra,1,w,1
Yaseen,1,m,1
Siliana,1,w,1
Yasir,1,m,1
Sima,1,w,1
Yavuz,1,m,1
Sina,1,w,1
Yağız,1,m,1
Sisilia,1,w,1
Yiğithan,1,m,1
Smilla,1,w,1
Yordan,1,m,1
Snezana,1,w,1
Yousef,1,m,1
Sofie,1,w,1
Yousuf,1,m,1
Sofiia,1,w,1
Yunis,1,m,1
Sofija,1,w,1
Yussef,1,m,1
Sokaina,1,w,1
Zaher,1,m,1
Songül,1,w,1
Zain,1,m,1
Soraya,1,w,1
Zakaria,1,m,1
Subeida,1,w,1
Zakariya,1,m,1
Suena,1,w,1
Zakariyya,1,m,1
Sunny,1,w,1
Zayd,1,m,1
Suri,1,w,1
Zekerijah,1,m,1
Susan,1,w,1
Zhi-Kai,1,m,1
Suzana,1,w,1
Zoran,1,m,1
Suzanne,1,w,1
Zouhair,1,m,1
Syham,1,w,1
Çayan,1,m,1
Sysilia,1,w,1
Çağhan-Eray,1,m,1
Sümeyra,1,w,1
Çinar,1,m,1
Sümeyye,1,w,1
Émile,1,m,1
Talea,1,w,1
Öykü,1,m,1
Talia,1,w,1
Özgür,1,m,1
Talien,1,w,1
Übeyd,1,m,1
Talya,1,w,1
Tamia,1,w,1
Tammy,1,w,1
Tara,1,w,1
Tarah,1,w,1
Teelia,1,w,1
Teodora,1,w,1
Teresa,1,w,1
Tessa,1,w,1
Thara,1,w,1
Thekla,1,w,1
Theresa,1,w,1
Tiana,1,w,1
Tiffany,1,w,1
Tina,1,w,1
Toni,1,w,1
Tulin,1,w,1
Tuğçe,1,w,1
Uma,1,w,1
Vaiana,1,w,1
Valentina,1,w,1
Valeria,1,w,1
Valerya,1,w,1
Valérie,1,w,1
Vanesa,1,w,1
Vanessa,1,w,1
Vanja,1,w,1
Vasiliki,1,w,1
Vera,1,w,1
Vildan,1,w,1
Viola,1,w,1
Virginie,1,w,1
Vivian,1,w,1
Vivien,1,w,1
Véline,1,w,1
Wanda,1,w,1
Wilhelmine,1,w,1
Xheneta,1,w,1
Yadenur,1,w,1
Yael,1,w,1
Yasamin,1,w,1
Yeliz,1,w,1
Yva,1,w,1
Zaara,1,w,1
Zarina-Marie,1,w,1
Zeynep-Sıla,1,w,1
Zhulieta,1,w,1
Zilan,1,w,1
Zita,1,w,1
Zoe,1,w,1
Zoey-Tiara,1,w,1
Zora,1,w,1
Zoéy,1,w,1
Zoë,1,w,1
Zulejha,1,w,1
Zuzanna,1,w,1
Zélie,1,w,1
Şeyma,1,w,1
Marie,60,w,2
Sophie,46,w,2
Paul,43,m,1
Emilia,43,w,1
Ella,41,w,1
Alexander,40,m,2
Emma,40,w,1
Charlotte,36,w,1
Leon,35,m,1
Oskar,35,m,1
Maria,33,w,2
Anton,32,m,1
Felix,29,m,1
Emil,28,m,1
Karl,28,m,1
Louis,28,m,1
Finn,27,m,1
Theo,27,m,1
Lena,26,w,1
Leonie,26,w,1
Mia,26,w,1
Lea,25,w,1
Mila,25,w,1
Noah,25,m,1
Theodor,25,m,1
Leni,24,w,1
Lina,24,w,1
Ben,24,m,1
Moritz,24,m,1
Lara,23,w,1
Marie,23,w,1
Jonas,23,m,1
Charlotte,22,w,2
Anna,22,w,1
Alexander,22,m,1
Elias,22,m,1
Emilia,21,w,2
Hannah,21,w,1
Mathilda,21,w,1
Paula,21,w,1
Sophia,21,w,1
Luca,20,m,1
Emily,20,w,1
Paul,19,m,2
Jakob,19,m,1
Maximilian,19,m,1
Elisabeth,19,w,1
Frieda,19,w,1
Luise,19,w,1
Maximilian,18,m,2
Erik,18,m,1
Liam,18,m,1
Lukas,18,m,1
Clara,18,w,1
Greta,18,w,1
Nele,18,w,1
Elias,17,m,2
Henry,17,m,1
Leo,17,m,1
Pepe,17,m,1
Laura,17,w,1
Marlene,17,w,1
Pauline,17,w,1
Jonathan,16,m,1
Leonard,16,m,1
Raphael,16,m,1
Alma,16,w,1
Tim,16,m,1
Vincent,16,m,1
Isabella,15,w,1
Klara,15,w,1
Fritz,15,m,1
Milan,15,m,1
Elisabeth,14,w,2
Helene,14,w,2
Sophia,14,w,2
Helena,14,w,1
Ida,14,w,1
Adam,14,m,1
Maja,14,w,1
Fiete,14,m,1
Matteo,14,m,1
Max,14,m,1
Niklas,14,m,1
Tom,14,m,1
Luisa,13,w,2
Frida,13,w,1
Arthur,13,m,1
Benjamin,13,m,1
Johann,13,m,1
Levi,13,m,1
Luis,13,m,1
Karl,12,m,2
Michael,12,m,2
Carlotta,12,w,1
Elena,12,w,1
Lia,12,w,1
Mara,12,w,1
Maria,12,w,1
Martha,12,w,1
Melina,12,w,1
Olivia,12,w,1
Sophie,12,w,1
Ole,12,m,1
Friedrich,11,m,2
Luise,11,w,2
Marlene,11,w,2
Amelie,11,w,1
Bruno,11,m,1
Hanna,11,w,1
Edgar,11,m,1
Johanna,11,w,1
Henri,11,m,1
Juna,11,w,1
Joshua,11,m,1
Lilly,11,w,1
Julian,11,m,1
Lisa,11,w,1
Mats,11,m,1
Nora,11,w,1
Mika,11,m,1
Philipp,11,m,1
Richard,11,m,1
James,10,m,2
Joel,10,m,2
Martin,10,m,2
Valentin,10,m,2
Anna,10,w,2
Emma,10,w,2
Katharina,10,w,2
Lotte,10,w,2
Rose,10,w,2
Hedi,10,w,1
Julia,10,w,1
Lotta,10,w,1
Adrian,10,m,1
Luna,10,w,1
Friedrich,10,m,1
Mina,10,w,1
Jannis,10,m,1
Thea,10,w,1
John,10,m,1
Tilda,10,w,1
Justus,10,m,1
Maxim,10,m,1
Tobias,10,m,1
Marie,9,w,3
Anton,9,m,2
David,9,m,2
Jakob,9,m,2
Peter,9,m,2
Elisa,9,w,2
Lotta,9,w,2
Louise,9,w,2
Elisa,9,w,1
Mira,9,w,1
Paulina,9,w,1
Florian,9,m,1
Sofia,9,w,1
Franz,9,m,1
Frederik,9,m,1
Gustav,9,m,1
Hugo,9,m,1
Linus,9,m,1
Milo,9,m,1
Toni,9,m,1
Andreas,8,m,2
Elise,8,w,2
Johanna,8,w,2
Rosa,8,w,2
Sofia,8,w,2
Antonia,8,w,1
Eva,8,w,1
Karla,8,w,1
Lucy,8,w,1
Luisa,8,w,1
Merle,8,w,1
Miriam,8,w,1
Fynn,8,m,1
Pia,8,w,1
Jonah,8,m,1
Romy,8,w,1
Julius,8,m,1
Sara,8,w,1
Kilian,8,m,1
Stella,8,w,1
Konstantin,8,m,1
Leonardo,8,m,1
Luke,8,m,1
Matheo,8,m,1
Nick,8,m,1
Nils,8,m,1
Oliver,8,m,1
Valentin,8,m,1
Alfred,7,m,2
Benjamin,7,m,2
Daniel,7,m,2
Felix,7,m,2
Fritz,7,m,2
Heinrich,7,m,2
Julius,7,m,2
Levi,7,m,2
Ella,7,w,2
Louis,7,m,2
Mathilda,7,w,2
Luca,7,m,2
Oskar,7,m,2
Robert,7,m,2
Sebastian,7,m,2
Alina,7,w,1
Ava,7,w,1
Helene,7,w,1
Laila,7,w,1
Milla,7,w,1
Aaron,7,m,1
August,7,m,1
Benedikt,7,m,1
David,7,m,1
Dominik,7,m,1
Jan,7,m,1
Jona,7,m,1
Lian,7,m,1
Matti,7,m,1
Neo,7,m,1
Nico,7,m,1
Phil,7,m,1
Samuel,7,m,1
Sebastian,7,m,1
Simon,7,m,1
Sophie,6,w,3
Amalia,6,w,2
Frieda,6,w,2
Louisa,6,w,2
Paula,6,w,2
August,6,m,2
Pauline,6,w,2
Emil,6,m,2
Theresa,6,w,2
Georg,6,m,2
Valentina,6,w,2
Johannes,6,m,2
Victoria,6,w,2
Josef,6,m,2
Joshua,6,m,2
Leander,6,m,2
Noah,6,m,2
Oliver,6,m,2
Pepe,6,m,2
Stefan,6,m,2
Theodor,6,m,2
Alicia,6,w,1
Amalia,6,w,1
Carla,6,w,1
Diana,6,w,1
Elina,6,w,1
Emmi,6,w,1
Heidi,6,w,1
Hilda,6,w,1
Jasmin,6,w,1
Karlotta,6,w,1
Katharina,6,w,1
Lotte,6,w,1
Lucia,6,w,1
Magdalena,6,w,1
Matilda,6,w,1
Melissa,6,w,1
Minna,6,w,1
Nina,6,w,1
Bela,6,m,1
Ronja,6,w,1
Bennet,6,m,1
Rosa,6,w,1
Carl,6,m,1
Rosalie,6,w,1
Gabriel,6,m,1
Sofie,6,w,1
Georg,6,m,1
Tessa,6,w,1
Jamie,6,m,1
Yuna,6,w,1
Jason,6,m,1
Jonte,6,m,1
Lio,6,m,1
Ludwig,6,m,1
Marlon,6,m,1
Mateo,6,m,1
Mio,6,m,1
Nikita,6,m,1
Timo,6,m,1
Alexander,5,m,3
Elisabeth,5,w,3
Alexandra,5,w,2
Aurelia,5,w,2
Aurora,5,w,2
Elina,5,w,2
Florentine,5,w,2
Gerda,5,w,2
Ida,5,w,2
Lou,5,w,2
Aaron,5,m,2
Lucia,5,w,2
Arthur,5,m,2
Malou,5,w,2
Bennet,5,m,2
Martha,5,w,2
Erich,5,m,2
Matilda,5,w,2
Erik,5,m,2
Susanne,5,w,2
Finn,5,m,2
Henri,5,m,2
Jan,5,m,2
Johann,5,m,2
Jonathan,5,m,2
Julian,5,m,2
Max,5,m,2
Richard,5,m,2
Theo,5,m,2
Wilhelm,5,m,2
Willi,5,m,2
Alessia,5,w,1
Anni,5,w,1
Annika,5,w,1
Cataleya,5,w,1
Edda,5,w,1
Elea,5,w,1
Elise,5,w,1
Ellen,5,w,1
Hailey,5,w,1
Amir,5,m,1
Liv,5,w,1
Benno,5,m,1
Malia,5,w,1
Carlo,5,m,1
Maya,5,w,1
Damian,5,m,1
Natalie,5,w,1
Daniel,5,m,1
Skadi,5,w,1
Fabian,5,m,1
Valentina,5,w,1
Ferdinand,5,m,1
Wilma,5,w,1
Finley,5,m,1
Yara,5,w,1
Henrik,5,m,1
Zoe,5,w,1
Ilyas,5,m,1
Jacob,5,m,1
James,5,m,1
Jannes,5,m,1
Johannes,5,m,1
Lasse,5,m,1
Lennard,5,m,1
Lucas,5,m,1
Malik,5,m,1
Mattis,5,m,1
Oscar,5,m,1
Otto,5,m,1
Thomas,5,m,1
Thore,5,m,1
Till,5,m,1
Peter,4,m,3
Alva,4,w,2
Annemarie,4,w,2
Anni,4,w,2
Felicitas,4,w,2
Hermine,4,w,2
Jane,4,w,2
Lieselotte,4,w,2
Marleen,4,w,2
Martina,4,w,2
Mia,4,w,2
Olivia,4,w,2
Caspar,4,m,2
Ruth,4,w,2
Edgar,4,m,2
Emilian,4,m,2
Frank,4,m,2
Joachim,4,m,2
Leon,4,m,2
Levin,4,m,2
Mattheo,4,m,2
Maxim,4,m,2
Mika,4,m,2
Moritz,4,m,2
Philipp,4,m,2
Piet,4,m,2
Samuel,4,m,2
Sven,4,m,2
Ulrich,4,m,2
Vincent,4,m,2
Alexandra,4,w,1
Alice,4,w,1
Alisa,4,w,1
Alva,4,w,1
Amara,4,w,1
Amina,4,w,1
Aurelia,4,w,1
Finja,4,w,1
Fiona,4,w,1
Isabel,4,w,1
Isabell,4,w,1
Kira,4,w,1
Larissa,4,w,1
Leah,4,w,1
Lilli,4,w,1
Ahmad,4,m,1
Linda,4,w,1
Alessio,4,m,1
Luana,4,w,1
Arne,4,m,1
Mariella,4,w,1
Caspar,4,m,1
Milana,4,w,1
Dario,4,m,1
Milena,4,w,1
Dean,4,m,1
Neele,4,w,1
Emilio,4,m,1
Nika,4,w,1
Hannes,4,m,1
Ophelia,4,w,1
Ian,4,m,1
Rose,4,w,1
Janosch,4,m,1
Svea,4,w,1
Jaro,4,m,1
Theresa,4,w,1
Joel,4,m,1
Toni,4,w,1
Joris,4,m,1
Vanessa,4,w,1
Joschua,4,m,1
Victoria,4,w,1
Kian,4,m,1
Zoey,4,w,1
Lars,4,m,1
Lennox,4,m,1
Leopold,4,m,1
Lias,4,m,1
Malte,4,m,1
Marius,4,m,1
Marten,4,m,1
Piet,4,m,1
Vito,4,m,1
Willi,4,m,1
Benjamin,3,m,3
Fritz,3,m,3
Hope,3,w,3
Hermann,3,m,3
Luise,3,w,3
James,3,m,3
Amelie,3,w,2
Annabell,3,w,2
Barbara,3,w,2
Bella,3,w,2
Carolina,3,w,2
Celine,3,w,2
Edith,3,w,2
Eliza,3,w,2
Frida,3,w,2
Friederike,3,w,2
Gabriele,3,w,2
Helen,3,w,2
Helena,3,w,2
Helga,3,w,2
Ilona,3,w,2
André,3,m,2
Ina,3,w,2
Aurelio,3,m,2
Isabella,3,w,2
Benedikt,3,m,2
Jasmin,3,w,2
Carl,3,m,2
Jolie,3,w,2
Chris,3,m,2
