vorname,anzahl,geschlecht
Elaf,1,w
Demien,1,m
Elaine,1,w
Denis,1,m
Elanor,1,w
Dennis,1,m
Elanur,1,w
Denny,1,m
Elektra,1,w
Derek,1,m
Eleni,1,w
Desmond,1,m
Elenor,1,w
Detlef,1,m
Elfriede,1,w
Devid,1,m
Eliana,1,w
Devin,1,m
Elies,1,w
Dietrich,1,m
Eliesa,1,w
Dimitar,1,m
Elijana,1,w
Dion-Alexandro,1,m
Elisabet,1,w
Dirk,1,m
Elisabetha,1,w
Diyar,1,m
Elisaveta,1,w
Djamal,1,m
Eliza,1,w
Dominik-Pascal,1,m
Elja,1,w
Donovan,1,m
Eljesa,1,w
Dragan,1,m
Elke,1,w
Duc,1,m
Ellie,1,w
Duke,1,m
Elsé,1,w
Dwayn,1,m
Elżbieta,1,w
Eberhard,1,m
Emely,1,w
Eddy,1,m
Emilia-Johanna,1,w
Ede,1,m
Emilija,1,w
Eduard,1,m
Emliy,1,w
Edvin,1,m
Emma-Josephine,1,w
Edward,1,m
Emmalena,1,w
Edwin,1,m
Emmely-Ann,1,w
Eesa,1,m
Enie,1,w
Egon,1,m
Enikö,1,w
Elay,1,m
Enissa,1,w
Eli,1,m
Ennie,1,w
Eliah,1,m
Erdmuthe,1,w
Elian,1,m
Erika,1,w
Eliano,1,m
Erna,1,w
Eliaz,1,m
Ernestine,1,w
Eliel,1,m
Erza,1,w
Elif,1,m
Esila,1,w
Elijah,1,m
Esmanur,1,w
Eliseo,1,m
Esraa,1,w
Elián,1,m
Estella,1,w
Elvin,1,m
Estelle,1,w
Elyas,1,m
Esther,1,w
Elyaz,1,m
Estrella,1,w
Emad,1,m
Evangeline,1,w
Emanuel,1,m
Evelena,1,w
Emin,1,m
Eveline,1,w
Emrullah,1,m
Evgenevna,1,w
Eneas,1,m
Evilina,1,w
Enrico,1,m
Fabienne,1,w
Enrique,1,m
Famke,1,w
Enzio,1,m
Fantasia,1,w
Ephraim,1,m
Farida,1,w
Erdi,1,m
Fathia,1,w
Eren,1,m
Faye,1,w
Erion,1,m
Fee,1,w
Ernesto,1,m
Felicia,1,w
Ernst,1,m
Fenja,1,w
Erwin,1,m
Fenna,1,w
Eshan,1,m
Fiana,1,w
Ethan,1,m
Fianna,1,w
Etienne,1,m
Fiene,1,w
Evan,1,m
Fietja,1,w
Even,1,m
Fine,1,w
Ewald,1,m
Finja-Marie,1,w
Ewan,1,m
Finola,1,w
Eyden,1,m
Fiona-Sophie,1,w
Eyk,1,m
Fleur,1,w
Eyob,1,m
Florance,1,w
Ezechel,1,m
Franka,1,w
Faber,1,m
Franziska,1,w
Fabiano,1,m
Friede,1,w
Fabien,1,m
Friederike,1,w
Fadeyka,1,m
Fthi,1,w
Falk,1,m
Gabriela,1,w
Farin,1,m
Gabriele,1,w
Fayz,1,m
Gabriella,1,w
Fevzi,1,m
Galena,1,w
Fiete,1,m
Galin,1,w
Fietje,1,m
Galina,1,w
Filippo,1,m
Gerda,1,w
Finian,1,m
Gesa,1,w
Finjas,1,m
Getuarta,1,w
Finlay,1,m
Gia,1,w
Finnley-Maurice,1,m
Giuliana,1,w
Finnley-Noél,1,m
Giulianna,1,w
Flinn,1,m
Gracia,1,w
Florin,1,m
Gwendolyn,1,w
Flynn,1,m
Güler,1,w
Fon,1,m
Ha,1,w
Fox-Oskar,1,m
Hadie,1,w
Frank,1,m
Hadil,1,w
Franticzek,1,m
Hailey-Summer,1,w
Frederick,1,m
Haily,1,w
Frido,1,m
Haley,1,w
Fridolin,1,m
Halime,1,w
Friedemann,1,m
Hamy,1,w
Fyn,1,m
Hanneli,1,w
Fynn-Marcel,1,m
Hatice,1,w
Gamseh,1,m
Havva,1,w
Gaston,1,m
Hawa,1,w
Georges,1,m
Heavenly,1,w
Georgiev,1,m
Heidi,1,w
Gerd,1,m
Hella,1,w
Gerry,1,m
Hennrieke,1,w
Ghaleb,1,m
Hera,1,w
Gianluca,1,m
Herta,1,w
Gilbert,1,m
Hien,1,w
Gino,1,m
Hilal,1,w
Gonzalo,1,m
Hilda,1,w
Gordon,1,m
Hilde,1,w
Gorges,1,m
Hildegard,1,w
Gregor,1,m
Himmelblau,1,w
Guido,1,m
Hira,1,w
Gunnar,1,m
Hiro,1,w
Gurfateh,1,m
Hoku,1,w
Gurgen,1,m
Hongyan,1,w
Gyan,1,m
Hope,1,w
Günter,1,m
Hori,1,w
Habib,1,m
Hương,1,w
Hadi,1,m
Idunnu,1,w
Hagen,1,m
Ilayda,1,w
Haidara,1,m
Ilinca,1,w
Hakim,1,m
Imalaika,1,w
Hallvarg,1,m
Iman,1,w
Hamada,1,m
Imani,1,w
Hani,1,m
Ina,1,w
Hanno,1,m
Inela,1,w
Hannu,1,m
Inessa,1,w
Harald,1,m
Iris,1,w
Hardy,1,m
Isa,1,w
Hartmut,1,m
Isabel,1,w
Harun,1,m
Isabella-Aurora,1,w
Hasan,1,m
Ivanova,1,w
Hassan,1,m
Ivie,1,w
Heimo,1,m
Ivona,1,w
Helge,1,m
Ivova,1,w
Hendrik,1,m
Izrailovna,1,w
Herbert,1,m
Jade,1,w
Hershmet,1,m
Jagana,1,w
Ho,1,m
Jala,1,w
Hocine,1,m
James,1,w
Hosman,1,m
Jamila,1,w
Hristov,1,m
Jamy,1,w
Huy,1,m
Jana,1,w
Idebaneria,1,m
Janika,1,w
Idrissa,1,m
Janine,1,w
Idriz,1,m
Janis,1,w
Iessa,1,m
Janna,1,w
Ieán,1,m
Jayna,1,w
Ike,1,m
Jean,1,w
Ilai,1,m
Jeanne,1,w
Ilay,1,m
Jegane,1,w
Ilhan,1,m
Jennifer,1,w
Ilian,1,m
Jenny,1,w
Ilias,1,m
Jette,1,w
Ilja,1,m
Jill-Lara,1,w
Ilyaz,1,m
Jocelyn,1,w
Immanuel,1,m
Jordis,1,w
Imuetinyan,1,m
Jorika,1,w
Ingo,1,m
Josefin,1,w
Iosif-Emanuel,1,m
Joseline,1,w
Iosua,1,m
Jouline,1,w
Isaac,1,m
Joy,1,w
Isajasch,1,m
Judi,1,w
Issa,1,m
Judith,1,w
Issam,1,m
Judy,1,w
Iulian,1,m
Juely,1,w
Iwann,1,m
Juliana,1,w
Iwen,1,m
Julie,1,w
Iwo,1,m
Julietta,1,w
Jacek,1,m
Juliette,1,w
Jad,1,m
Julika,1,w
Jaden,1,m
Julin,1,w
Jamie-Elias,1,m
Juline,1,w
Janis,1,m
Jullanar,1,w
Jannus,1,m
July,1,w
Janos,1,m
Julyna-Naila,1,w
Janosch,1,m
Juveria,1,w
Janus,1,m
Kaipo,1,w
Jared,1,m
Kaja,1,w
Jari,1,m
Kalina,1,w
Jaron-Joel,1,m
Kalinikova,1,w
Jason-Valentin,1,m
Kamelia,1,w
Jasper-Noel,1,m
Kamina,1,w
Jax,1,m
Karma,1,w
Jay,1,m
Karola,1,w
Jeffery,1,m
Karolin,1,w
Jeremio,1,m
Katalina,1,w
Jeremy,1,m
Kate,1,w
Jeremy-Lee,1,m
Kathelyn,1,w
Jermain,1,m
Katja,1,w
Jerome,1,m
Kaya-Zofia,1,w
Jerry-Love,1,m
Kerstin,1,w
Jey,1,m
Kerstina,1,w
Jeyden,1,m
Keys,1,w
Jim,1,m
Khunsche,1,w
Jimmy,1,m
Kiara,1,w
Joe,1,m
Kim,1,w
Joel-Alexander,1,m
Kimberly,1,w
Joel-Darian,1,m
Kimberly-Kathleen,1,w
John-Anthony,1,m
Kirilova,1,w
John-Michel,1,m
Klaudia,1,w
John-Taylor,1,m
Kristina-Maria,1,w
Joko,1,m
Ksenija,1,w
Jona,1,m
Kubar,1,w
Jonne,1,m
Kyara,1,w
Jonte,1,m
Kyra,1,w
Joona,1,m
Laicy,1,w
Jordan-Joy,1,m
Lan,1,w
Josa,1,m
Lana,1,w
Joschua,1,m
Lane,1,w
Josef,1,m
Lara-Marie,1,w
José,1,m
Laren,1,w
Julien-Joel,1,m
Lawu,1,w
Juljas,1,m
Layla,1,w
Jum'a,1,m
Le,1,w
Junior,1,m
Leana,1,w
Jérôme,1,m
Leen,1,w
Kaba,1,m
Lehana,1,w
Kahraman,1,m
Leila,1,w
Kaiden,1,m
Lele,1,w
Kalle,1,m
Lelia,1,w
Kameron,1,m
Lenelotte,1,w
Karas,1,m
Leonie-Jane,1,w
Kareem,1,m
Leonie-Sophie,1,w
Karim,1,m
Leonor,1,w
Karl-Johann,1,m
Leonora,1,w
Karlo,1,m
Leonore,1,w
Kaspar,1,m
Leslie,1,w
Kay,1,m
Leticia,1,w
Kaziu,1,m
Letty,1,w
Keanu,1,m
Levia,1,w
Keke,1,m
Lia-Sophia,1,w
Kemal,1,m
Lidia,1,w
Kenan,1,m
Lidjak,1,w
Kendi,1,m
Lidya,1,w
Kenny,1,m
Lien,1,w
Keno,1,m
Liesbeth,1,w
Kevin,1,m
Liese,1,w
Khaled,1,m
Lieselotte,1,w
Khang,1,m
Lijana,1,w
Khephrem,1,m
Lila,1,w
Khoi,1,m
Lilian,1,w
Kian,1,m
Liljana,1,w
Kingston,1,m
Lillerose,1,w
Kiyan,1,m
Lillie,1,w
Kiên,1,m
Lilly-Marlen,1,w
Kolja,1,m
Lindsay,1,w
Konstantinos,1,m
Lindsey,1,w
Korede,1,m
Linea,1,w
Krasimir,1,m
Lisel,1,w
Ksawery,1,m
Liya-Lynn,1,w
Laes,1,m
Liyana,1,w
Lasse,1,m
Liz-Juline,1,w
Lavi,1,m
Liza-Michelle,1,w
Leandro,1,m
Lizzy,1,w
Leano,1,m
Loita,1,w
Leeroy,1,m
Lombe,1,w
Leevi,1,m
Lore,1,w
Leif,1,m
Loren,1,w
Lelio,1,m
Lorin,1,w
Len,1,m
Lorna,1,w
Lendrit,1,m
Louis,1,w
Lennie,1,m
Louna,1,w
Lennon,1,m
Luana,1,w
Lenny,1,m
Lucía,1,w
Lenny-Jordan,1,m
Ludmila,1,w
Leon-Luis,1,m
Ludwika,1,w
Leonas,1,m
Luisa-Marie,1,w
Lewnd,1,m
Lumi,1,w
Liam-Conner,1,m
Lumturije,1,w
Liam-Tyler,1,m
Lusinda,1,w
Lien,1,m
Luzia,1,w
Lion-Joel,1,m
Lyann,1,w
Lionardo,1,m
Lyn,1,w
Lionel,1,m
Lysithea,1,w
Lionel-Daniel,1,m
Lâm,1,w
Lisian,1,m
Léna,1,w
Liviu,1,m
Lê,1,w
Lloyd,1,m
Mabel,1,w
Logan-Finley,1,m
Madina,1,w
Loran,1,m
Madison,1,w
Lordes,1,m
Madita,1,w
Lorenz,1,m
Mae,1,w
Loris,1,m
Mahia,1,w
Louie,1,m
Mailin,1,w
Ludwig,1,m
Majar,1,w
Luis-Melvin,1,m
Majvi,1,w
Lunis,1,m
Malak,1,w
Luzifa,1,m
Malak-Ahmed,1,w
Lyan,1,m
Malena,1,w
Lâm,1,m
Man,1,w
Lê,1,m
Manisa,1,w
Maddie,1,m
Manisha,1,w
Maddox,1,m
Manuela,1,w
Mads,1,m
Marcella,1,w
Mahdi,1,m
Margaretha,1,w
Mahmud,1,m
Margarita,1,w
Mailo,1,m
Maribel,1,w
Majed,1,m
Marichen,1,w
Malek,1,m
Marie-Éloïse,1,w
Malik,1,m
Marion,1,w
Malique,1,m
Maris,1,w
Mamadou,1,m
Marlies,1,w
Manfred,1,m
Marloes,1,w
Manh,1,m
Marlou,1,w
Maniyann,1,m
Marly,1,w
Manoel,1,m
Marwa,1,w
Mansur,1,m
Mary,1,w
Marek,1,m
Mathea,1,w
Maris,1,m
Matthea,1,w
Mark,1,m
Maxi,1,w
Marley,1,m
Maxie,1,w
Marlo,1,m
Mayka,1,w
Marti,1,m
Meiar,1,w
Marty,1,m
Melinda,1,w
Marvin,1,m
Melody,1,w
Marwin,1,m
Merjem,1,w
Masatoki,1,m
Merle-Singa,1,w
Mason,1,m
Merlind,1,w
Mateusz,1,m
Meryem,1,w
Mathes,1,m
Metamorfi,1,w
Mathis,1,m
Mia-Penelope,1,w
Matthew,1,m
Mia-Sophie,1,w
Matthias,1,m
Mierna,1,w
Mavi,1,m
Mihrimah,1,w
Maxim-Carl,1,m
Mila-Elaine,1,w
Maxim-Thor,1,m
Miliana,1,w
Maximilian-Totti,1,m
Milla,1,w
Maximo,1,m
Minara,1,w
Maximus,1,m
Minel,1,w
Mayson,1,m
Minou,1,w
Maël,1,m
Mirena,1,w
Mehdin,1,m
Mirette,1,w
Mehmed,1,m
Miyako,1,w
Mehmedov,1,m
Mizgin,1,w
Mehmet,1,m
Mona,1,w
Melih,1,m
Monde,1,w
Melvin,1,m
Monique,1,w
Michel,1,m
Morgan,1,w
Mico,1,m
Mysha,1,w
Miguel,1,m
Nada,1,w
Mikail,1,m
Nadine,1,w
Mike,1,m
Nagah,1,w
Mikis,1,m
Nahema,1,w
Miko,1,m
Namika,1,w
Milas,1,m
Namuliza,1,w
Milon,1,m
Nancy,1,w
Milot,1,m
Nara,1,w
Milow,1,m
Narcisa,1,w
Mirac,1,m
Narin,1,w
Miran,1,m
Nastia,1,w
Mirano,1,m
Natalia,1,w
Mirza,1,m
Naya,1,w
Misa,1,m
Nazra,1,w
Mohamad,1,m
Nea,1,w
Mostafa,1,m
Neeltje,1,w
Muhammed,1,m
Nel,1,w
Muheb,1,m
Nele-Maria,1,w
Murad,1,m
Nelli,1,w
Musa,1,m
Nelè,1,w
Mércio,1,m
Nergiz,1,w
Nader,1,m
Neva,1,w
Naphtali,1,m
Nghi,1,w
Natanael,1,m
Ngoc,1,w
Natig,1,m
Nguyễn,1,w
Navpreet,1,m
Nica,1,w
Nazif,1,m
Nicola,1,w
Nevo,1,m
Nicolai,1,w
Neymar,1,m
Nina-Theresa,1,w
Nguh,1,m
Nisa,1,w
Ngọc,1,m
Noa,1,w
Nicolás,1,m
Noala,1,w
Nicula,1,m
Noemi,1,w
Niels,1,m
Noemy,1,w
Nik,1,m
Nola,1,w
Nikola,1,m
Nuala,1,w
Nikolai,1,m
Nugar,1,w
Nikolas-Elisei,1,m
Nur,1,w
Nilsson,1,m
Nurhat,1,w
Nio,1,m
Offeibea,1,w
Nizar,1,m
Oluwanifemi,1,w
Njau,1,m
Ophra,1,w
Noh,1,m
Paige,1,w
Norbert,1,m
Patricia,1,w
Noèl,1,m
Pauley,1,w
Noèl-Valentin,1,m
Paulin,1,w
Noé,1,m
Pema,1,w
Odin,1,m
Peppa,1,w
Oktawian,1,m
Philin,1,w
Olaf,1,m
Philine,1,w
Olli,1,m
Philippa,1,w
Omid,1,m
Pina,1,w
Orges,1,m
Polel,1,w
Osvald,1,m
Polina,1,w
Otis,1,m
Praise,1,w
Ottokar,1,m
Princess,1,w
Ouembe,1,m
Purity,1,w
Paco,1,m
Radie,1,w
Parsa,1,m
Rafif,1,w
Pascal,1,m
Raisa,1,w
Paulino,1,m
Rajha,1,w
Pauls,1,m
Rambu,1,w
Pavel,1,m
Ramina,1,w
Pavel-Moise,1,m
Ranel,1,w
Pavlov,1,m
Raposo,1,w
Pekka,1,m
Rawisara,1,w
Pepino,1,m
Rayana,1,w
Petar,1,m
Rebeca,1,w
Pete,1,m
Regina,1,w
Pham,1,m
Reinhild,1,w
Phi,1,m
Reka,1,w
Phil-Maxim,1,m
Rey,1,w
Philip,1,m
Ria,1,w
Phillip,1,m
Riga,1,w
Phú,1,m
Rike,1,w
Phúc,1,m
Rinesa,1,w
Piotr,1,m
Rojbin,1,w
Piran,1,m
Rojgul,1,w
Polycarpe,1,m
Rojin,1,w
Pál,1,m
Rosalia,1,w
Quan,1,m
Rosaliya,1,w
Quang-Anh,1,m
Rose-Angel,1,w
Quentin,1,m
Rose-Ely,1,w
Quôć,1,m
Rosmarie,1,w
Raees,1,m
Rosè,1,w
Rafael,1,m
Sabia,1,w
Raffael,1,m
Sabrina,1,w
Rahman,1,m
Sadaf,1,w
Raie,1,m
Sadia,1,w
Raim,1,m
Safia,1,w
Ramil,1,m
Safiye,1,w
Ramòn,1,m
Sainabou,1,w
Rasim,1,m
Saliha,1,w
Raul,1,m
Saliya,1,w
Ray,1,m
Sally,1,w
Rayden,1,m
Salome,1,w
Redinson,1,m
Samanta,1,w
Reik,1,m
Samna,1,w
Reiner,1,m
Sandie,1,w
Reinhardt,1,m
Sandra,1,w
Resul,1,m
Santana,1,w
Rhett,1,m
Sara,1,w
Rhys,1,m
Saria,1,w
Rian,1,m
Selena,1,w
Ric,1,m
Selima,1,w
Ridon,1,m
Serina,1,w
Riley,1,m
Sesu,1,w
Rio,1,m
Setayesh,1,w
Rion,1,m
Shahd,1,w
Robyn,1,m
Shaked,1,w
Rocco,1,m
Shanice,1,w
Rodrigo,1,m
Shaylee-Capricé,1,w
Roj,1,m
Shirin,1,w
Romano,1,m
Sidra,1,w
Romeo,1,m
Sienna-Rose,1,w
Ronald,1,m
Silvia,1,w
Rosch,1,m
Simay,1,w
Rudolph,1,m
Simone,1,w
Ruman,1,m
Sinem,1,w
Rumo,1,m
Sissy,1,w
Ruslan,1,m
Skadi,1,w
Rustamovič,1,m
Skye,1,w
Ryu,1,m
Skyler,1,w
Rüzgar,1,m
Smilla,1,w
Saad,1,m
Sofija,1,w
Sabur,1,m
Sofía,1,w
Sajd-Magomedovič,1,m
Solène,1,w
Salah,1,m
Sonja,1,w
Salim,1,m
Sophie-Luise,1,w
Samat,1,m
Sophy,1,w
Samu,1,m
Soraya,1,w
Sanad,1,m
Stefanova,1,w
Sandro,1,m
Stella-Marie,1,w
Sasha,1,m
Stephanie,1,w
Sava,1,m
Sue,1,w
Sayfullah,1,m
Suela,1,w
Scott,1,m
Suhejla,1,w
Sebastaian,1,m
Sumaya,1,w
Seid,1,m
Sunia,1,w
Shamilevič,1,m
Sunny,1,w
Silvio,1,m
Susann,1,w
Sipan,1,m
Susila,1,w
Sirius,1,m
Svea,1,w
Stanislaw,1,m
Sven,1,w
Steffano,1,m
Tabitha,1,w
Sten,1,m
Tabotasa,1,w
Stephan,1,m
Tais,1,w
Steve,1,m
Tala,1,w
Steven,1,m
Talina,1,w
Sultan,1,m
Tamana,1,w
Sunday,1,m
Tamar,1,w
Sèbastien,1,m
Tamea,1,w
Taha,1,m
Tamina,1,w
Taiyo,1,m
Tara-Marlena,1,w
Taled,1,m
Tatjana,1,w
Tam,1,m
Taya,1,w
Tamirlovič,1,m
Tchappi,1,w
Tammo,1,m
Tessa,1,w
Taner,1,m
Tessia,1,w
Tchavdar,1,m
Theresia,1,w
Tchokonte,1,m
Thi,1,w
Tebbe,1,m
Thien,1,w
Telmen,1,m
Thordes,1,w
Temirlanhan,1,m
Thu,1,w
Temur,1,m
Thuy,1,w
Teo,1,m
Thy,1,w
Tervel,1,m
Tiara,1,w
Thai,1,m
Tien,1,w
Theo-Luca,1,m
Tiến,1,w
Thiago,1,m
Toni,1,w
Thierry,1,m
Tove,1,w
Thies,1,m
Tran,1,w
Thilo-Jasper,1,m
Trishia,1,w
Thoralf,1,m
Triss,1,w
Thorsten,1,m
Trudi,1,w
Tiberius,1,m
Tsvetelina,1,w
Til,1,m
Tue,1,w
Tillmann,1,m
Tâm,1,w
Timeo,1,m
Uljana,1,w
Timon,1,m
Ute,1,w
Timothy,1,m
Valitovna,1,w
Tobi,1,m
Van,1,w
Tonio,1,m
Vi,1,w
Trieu,1,m
Viktoriya,1,w
Tristan,1,m
Vivian,1,w
Trung,1,m
Vivien,1,w
Tsolag,1,m
Vivienne,1,w
Tuệ,1,m
Vo,1,w
Tyler,1,m
Vũ,1,w
Tâm,1,m
Wambui,1,w
Udo,1,m
Wencke,1,w
Ugo,1,m
Wiebke,1,w
Umran,1,m
Wilhelmina,1,w
Usmanovič,1,m
Willow,1,w
Uwais,1,m
Xenia,1,w
Uwe,1,m
Xhesika,1,w
Valerijo,1,m
Xi,1,w
Valtteri,1,m
Ximena,1,w
Vasili,1,m
Yara,1,w
Vedatov,1,m
Yaren,1,w
Veysi,1,m
Yasna,1,w
Viet,1,m
Yen,1,w
Viko,1,m
Yevgenievna,1,w
Viktor,1,m
Yonkova,1,w
Vincenz,1,m
Yumna,1,w
Vito,1,m
Yuna,1,w
Việt,1,m
Yvaine,1,w
Wali,1,m
Yvonne,1,w
Wilfried,1,m
Zadie,1,w
Willem,1,m
Zanza,1,w
Wilson,1,m
Zehra,1,w
Windkuni,1,m
Zelal,1,w
Wyatt,1,m
Zelda,1,w
Xaver,1,m
Zivan,1,w
Yan,1,m
Zoey-Joline,1,w
Yannis,1,m
Zora,1,w
Yaovi,1,m
Zoé,1,w
Yasan,1,m
Yaser,1,m
Yasharov,1,m
Yassin,1,m
Yehea,1,m
Yerom,1,m
Yoan,1,m
Yoel,1,m
Yordan,1,m
Yoshi,1,m
Yoshua,1,m
Yunus,1,m
Yusef,1,m
Yüksel,1,m
Zaarib,1,m
Zacharias,1,m
Zachary,1,m
Zakaria,1,m
Zayed,1,m
Zeki,1,m
Zowe,1,m
Étienne,1,m
Đình,1,m
Marie,27,w
Alexander,21,m
Mia,18,w
Sophie,16,w
Ben,13,m
Elias,13,m
Jonas,13,m
Charlotte,13,w
Emma,13,w
Felix,12,m
Finn,12,m
Oskar,12,m
Luca,11,m
Maximilian,11,m
Anna,10,w
Paul,10,m
Amelie,9,w
Jasmin,9,w
Sophia,9,w
Emilia,8,w
Florian,8,m
Emily,8,w
John,8,m
Richard,8,m
Johanna,7,w
Klara,7,w
Anton,7,m
Melina,7,w
Emil,7,m
Joel,7,m
Louis,7,m
Max,7,m
Michael,7,m
Noah,7,m
Philipp,7,m
Sebastian,7,m
Tom,7,m
Clara,6,w
Elisabeth,6,w
Hanna,6,w
Laura,6,w
Lena,6,w
Leonie,6,w
Lilly,6,w
Nele,6,w
Fabian,6,m
Fynn,6,m
Johannes,6,m
Leon,6,m
Luis,6,m
Lukas,6,m
Theo,6,m
Tim,6,m
Timo,6,m
Tobias,6,m
Alina,5,w
Aurora,5,w
Eva,5,w
Katharina,5,w
Lea,5,w
Lucy,5,w
Luise,5,w
Marlene,5,w
Mina,5,w
Nora,5,w
Sofia,5,w
Adrian,5,m
Arthur,5,m
Constantin,5,m
David,5,m
Gustav,5,m
Jan,5,m
Karl,5,m
Liam,5,m
Lucas,5,m
Milan,5,m
Nils,5,m
Raphael,5,m
Simon,5,m
Anni,4,w
Emely,4,w
Finja,4,w
Hannah,4,w
Helena,4,w
Isabell,4,w
Josephine,4,w
Julia,4,w
Lina,4,w
Lisa,4,w
Luisa,4,w
Maja,4,w
Matilda,4,w
Christian,4,m
Mila,4,w
Daniel,4,m
Miriam,4,w
Frank,4,m
Henri,4,m
Henry,4,m
Jannis,4,m
Johann,4,m
Julius,4,m
Levin,4,m
Maxim,4,m
Nikita,4,m
Pascal,4,m
Rafael,4,m
Stefan,4,m
Theodor,4,m
Vincent,4,m
Wolfgang,4,m
Alexandra,3,w
Anastasia,3,w
Annika,3,w
Ashley,3,w
Elena,3,w
Elina,3,w
Elisa,3,w
Elise,3,w
Fiona,3,w
Friederike,3,w
Greta,3,w
Josefine,3,w
Julie,3,w
Kimberly,3,w
Leni,3,w
Adam,3,m
Lia,3,w
Alex,3,m
Liv,3,w
Benjamin,3,m
Luna,3,w
Bruno,3,m
Maria,3,w
Collin,3,m
Melissa,3,w
Devin,3,m
Michelle,3,w
Eduard,3,m
Mira,3,w
Elia,3,m
Pauline,3,w
Erwin,3,m
Pia,3,w
Finley,3,m
Finnley,3,m
Frederik,3,m
Fritz,3,m
Hans,3,m
Ian,3,m
Jamie,3,m
Jason,3,m
Joshua,3,m
Klaus,3,m
Lennard,3,m
Lennox,3,m
Levi,3,m
Malte,3,m
Mario,3,m
Matthias,3,m
Milow,3,m
Moritz,3,m
Nick,3,m
Oliver,3,m
Otto,3,m
Ralf,3,m
Robert,3,m
Robin,3,m
Steffen,3,m
Taylor,3,m
Alexis,2,w
Alice,2,w
Anastasija,2,w
Annalena,2,w
Annie,2,w
Antonia,2,w
Carina,2,w
Carlotta,2,w
Chiara,2,w
Diana,2,w
Eleanor,2,w
Ella,2,w
Elli,2,w
Elvira,2,w
Evelyn,2,w
Fee,2,w
Freya,2,w
Frida,2,w
Frieda,2,w
Hailey,2,w
Heidi,2,w
Hope,2,w
Ida,2,w
Isabella,2,w
Jana,2,w
Jill,2,w
Aaron,2,m
Joleen,2,w
Alessio,2,m
Jolie,2,w
Alfred,2,m
Joline,2,w
Ali,2,m
Juliana,2,w
Artjom,2,m
Karina,2,w
Clark,2,m
Karoline,2,w
Connor,2,m
Kate,2,w
Damian,2,m
Kim,2,w
Denis,2,m
Liliana,2,w
Dennis,2,m
Lotta,2,w
Dexter,2,m
Lucia,2,w
Dominik,2,m
Lucie,2,w
Emilian,2,m
Malena,2,w
Erik,2,m
Malina,2,w
Ernst,2,m
Mara,2,w
Fabien,2,m
Mariella,2,w
Friedrich,2,m
Marleen,2,w
Gabriel,2,m
Maya,2,w
Gerhard,2,m
Melody,2,w
Hannes,2,m
Merle,2,w
Hendrik,2,m
Paula,2,w
Holger,2,m
Paulina,2,w
Hugo,2,m
Sarah,2,w
Ibrahim,2,m
Silvia,2,w
Jaden,2,m
Sofie,2,w
Jakob,2,m
Susanne,2,w
Jasper,2,m
Svea,2,w
Julian,2,m
Tabea,2,w
Jürgen,2,m
Thea,2,w
Kalle,2,m
Vanessa,2,w
Kian,2,m
Vera,2,w
Lars,2,m
Victoria,2,w
Leonard,2,m
Viktoria,2,w
Leopold,2,m
Wilhelmine,2,w
Lian,2,m
Winnifred,2,w
Manfred,2,m
Zoe,2,w
Marlon,2,m
Zoey,2,w
Martin,2,m
Marvin,2,m
Matheo,2,m
Mats,2,m
Mattis,2,m
Merlin,2,m
Miles,2,m
Milo,2,m
Muhammed,2,m
Niklas,2,m
Nino,2,m
Ole,2,m
Oscar,2,m
Owen,2,m
Patrick,2,m
Peter,2,m
Ragnar,2,m
Roland,2,m
Rune,2,m
Ryan,2,m
Said,2,m
Samuel,2,m
Sascha,2,m
Tamino,2,m
Tayler,2,m
Tony,2,m
Udo,2,m
Victor,2,m
Werner,2,m
William,2,m
Wyatt,2,m
Ada,1,w
Adaline,1,w
Adele,1,w
Adelina-Sofie,1,w
Alesia,1,w
Alessya,1,w
Alica,1,w
Alicja,1,w
Aliya,1,w
Alla,1,w
Alma,1,w
Aloisia,1,w
Amber,1,w
Ameleeya,1,w
Amelie-Amilia,1,w
Amely,1,w
Amily,1,w
Amina,1,w
Amy,1,w
An,1,w
Anabell,1,w
Andrijana,1,w
Angela,1,w
Angelika,1,w
Angelina,1,w
Angelique,1,w
Aniya,1,w
Anjuli,1,w
Anna-Lena,1,w
Annabel,1,w
Annabelle,1,w
Abd,1,m
Annelie,1,w
Abdullah,1,m
Annik,1,w
Abdulrashid,1,m
Anny,1,w
Abraham,1,m
Arianne,1,w
Adem,1,m
Atina,1,w
Adriano,1,m
Ava,1,w
Aidan,1,m
Avesta,1,w
Ala,1,m
Ayah,1,w
Albert,1,m
Baran,1,w
Alec,1,m
Bell,1,w
Alessio-Amaro,1,m
Bella,1,w
Aljoscha,1,m
Benin,1,w
Allah,1,m
Birgit,1,w
Allen,1,m
Bo,1,w
Alois,1,m
Caleesi,1,w
Amandus,1,m
Cara,1,w
Amin,1,m
Carolina,1,w
Amir,1,m
Caroline,1,w
Anatol,1,m
Caty,1,w
Andreas,1,m
Celina,1,w
Andrei,1,m
Chayenne,1,w
Andrian,1,m
Cheyann,1,w
André,1,m
Cheyenne,1,w
Angelo,1,m
Cheyenne-Luzia,1,w
Antonio,1,m
Christel,1,w
Arben,1,m
Christiane,1,w
Arion,1,m
Christin,1,w
Arkadiusz,1,m
Christina,1,w
Arne,1,m
Cornelia,1,w
Arno,1,m
Daniela,1,w
Arshia,1,m
Danny,1,w
Artamir,1,m
Denisa-Maria,1,w
Artur,1,m
Denise,1,w
Arved,1,m
